Title,URL,Message,Category,Tracking Number
"Kenapa paket saya tidak begerak dari tanggal 20 februari, paketnya resi JX2281605662",https://tanyapaket.cekresi.com/question/kenapa-paket-saya-tidak-begerak-dari-tanggal-20-februari-paketnya-resi-jx2281605662/,Paket tidak bergerak dari tanggal 200,JNT Express,
paket tidak kunjung datang sicepat dengan no resi 001798181829,https://tanyapaket.cekresi.com/question/paket-tidak-kunjung-datang-sicepat-dengan-no-resi-001798181829/,paket belum sampai di estimasi sehari sekarang sudah 4 hari paket tidak berfgeurak,SICEPAT,
pengiriman stuck,https://tanyapaket.cekresi.com/question/pengiriman-stuck-12/,Paket stuck tidak bergerak dengan nomor resi JT39691153550 pengiriman menggunakan jne. Mohon agar bantu lacak dan dipercepat pengirimannya karena barang akan dipakai. Terimakasih,JNE Express,nomor resi JT39691153550
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7862/,TLJR3D6N8LYNVYG3JNE,JNE Express,
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7861/,LNID2403BAV9AD3G,Ninja Xpress,
paket saya blm tiba & tidak update,https://tanyapaket.cekresi.com/question/paket-saya-blm-tiba-tidak-update/,"paket saya dengan no resi 200435947236 ekpedisi JNT KARGO, belum tiba,pket tidk bergerk & tdk update. mohon bntuan & informasinya paket sya sdh dmna. terimakash.",JNT Cargo,no resi 200435947236
BARANG HILANG paket belum sampai,https://tanyapaket.cekresi.com/question/barang-hilang-paket-belum-sampai/,"Update barang saya sudah sampai mana ya ? apakah hilang ? saya beli barang lewat toko pedia pengiriman penjual pada hari kamis, tanggal 1 Februari 2024, setelah di tracking update terakhir tanggal 8 februari 2024 ( sorting center jakut ( muara karang )) dan sampai saat ini barang belum saya terima. mohon update nya terima kasih nomer resi 	TKP01-JVVW0791",SICEPAT,resi 	TKP01
"Paket saya ada dmna wadoh jne memang tidak bertanggung jawab, memberi paket ke alamt yg salah",https://tanyapaket.cekresi.com/question/paket-saya-ada-dmna-wadoh-jne-memang-tidak-bertanggung-jawab-memberi-paket-ke-alamt-yg-salah/,"Paket saya ada dmna wadoh jne memang tidak bertanggung jawab, memberi paket ke alamt yg salah dengan resi BLJC243625809031",JNE Express,resi BLJC243625809031
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7860/,Paket saya tidak bergerak dari tanggal 23 sampai melebihi batas estimasi . Tolong bantuannya . JNEB-1011193308,JNE Express,
Paket tidak bergerak dari tanggal 1 maret 2024,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-dari-tanggal-1-maret-2024/,Paket saya dengan resi 040960008873724 tidak bergerak dari tanggal 1 maret 2024,JNE Express,resi 040960008873724
PAKET BOLAK BALIK DI PUSAT TRANSIT MADIUN GRESIK,https://tanyapaket.cekresi.com/question/paket-bolak-balik-di-pusat-transit-madiun-gresik/,Kenapa paket saya bolak balik madiun gresik terus menerus dari tanggal 23 februari sampai 4 maret.no paket JD037254118 nomor belakang 7377 Terimakasih,JNT Express,resik
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7859/,"Paket tidak bergerak dari tanggal 2, sudah melebihi estimasi penerimaan",Anteraja,
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7858/,10008463607846 paket tidak bergerak dari tgl 1 maret. Tlg di crosscheck atau di follow up apa ada masalah dlm pengirimannya?,Anteraja,10008463607846
Bagaimana saya bisa mengambil paket saya di gudang sidoarjo,https://tanyapaket.cekresi.com/question/bagaimana-saya-bisa-mengambil-paket-saya-di-gudang-sidoarjo/,"Bagaimana bisa saya mengambil paket saya di gudang jawa timur,sidoarjoJne 020460005586824",F A Q,020460005586824
Packet 3 hari tidak bergerak,https://tanyapaket.cekresi.com/question/packet-3-hari-tidak-bergerak/,No resi: TLJR3DGX1RY0CQQH,JNE Express,No resi: TLJR3DGX1RY0CQQH
Paket saya ada dimana? 004282430034,https://tanyapaket.cekresi.com/question/paket-saya-ada-dimana-004282430034/,Paket saya ada dimana? 004282430034,SICEPAT,
Paket sy tdk bergerak JD0374164245,https://tanyapaket.cekresi.com/question/paket-sy-tdk-bergerak-jd0374164245/,JD0374164245,JNT Express,
Kenapa Paket saya tertahan di pusat sortir samarinda,https://tanyapaket.cekresi.com/question/kenapa-paket-saya-tertahan-di-pusat-sortir-samarinda/,Kenapa paket saya tertahan di pusat sortir samarinda?,JNT Express,
Tidak sesuai alamat,https://tanyapaket.cekresi.com/question/tidak-sesuai-alamat/,"0117582400449010 perumahan wahana cikarang blok D18 no 24 toko fotocopy cikarang selatan, kab.bekasi jawa barat",JNE Express,0117582400449010
Paket tidak bergerak sampai melewati batas waktu Estimasi penerimaan,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-sampai-melewati-batas-waktu-estimasi-penerimaan/,Toko pengirim jlmotor_shop,JNT Cargo,
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7857/,"Paket saya belum bergerak , tujuan Mojolaban kab. Sukoharjo , malah nyasar ke tasikmadu Karanganyar. Dari kemarin belum berpindah , cek tracking masih di Tasikmadu. Ekspedisi id Express. Mohon dibantu.",ID Express,
Paket belum dikirim,https://tanyapaket.cekresi.com/question/paket-belum-dikirim-80/,Kenapa statusnya masih “perlu dikirim”?,F A Q,
TKP01-U3Q9MHF0,https://tanyapaket.cekresi.com/question/tkp01-u3q9mhf0/,"Ini paket saya dimana ya? Sudah 24 jam lebih status tidak berubah, stuck di jakarta",Acommerce,
Sampai mana paket nih…dgn resi NVIDBDOHO000137114,https://tanyapaket.cekresi.com/question/sampai-mana-paket-nih-dgn-resi-nvidbdoho000137114/,Sudah menanti kiriman tapi belum ada kabar.,JNT Express,
Kok gagal pick up terus,https://tanyapaket.cekresi.com/question/kok-gagal-pick-up-terus/,Ini nomor resinya 200430175065 Ada apa ini… Ntar hilang lagi paketnya.. hadehhh.. tak tunggu,JNT Cargo,nomor resinya
Paket blm nyampe estimasi tgl 01 maret lion parcel,https://tanyapaket.cekresi.com/question/paket-blm-nyampe-estimasi-tgl-01-maret-lion-parcel/,no resi 11LP1708836072999,Ekspedisi Lainnya,no resi 11LP1708836072999
Paket harumi variasi,https://tanyapaket.cekresi.com/question/paket-harumi-variasi/,Paket belum sampai ke penerima padahal waktu dikirim ke alamat tujuan sudah melewati 5 hari,Anteraja,
Paket saya ko smape skarang blom sampe,https://tanyapaket.cekresi.com/question/paket-saya-ko-smape-skarang-blom-sampe/,JO0209221928,JNT Express,
Paket tertahan di hub jakarta utara,https://tanyapaket.cekresi.com/question/paket-tertahan-di-hub-jakarta-utara/,"Paket anteraja 10008449811014, gak ada info dari tgl 27 feb – hari ini",Anteraja,10008449811014
Paket tidak bergerak dari tgl 25/2/24,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-dari-tgl-25-2-24/,https://cekresi.com/?r=w&noresi=005238573688,SICEPAT,
PAKET TIDAK BERGERAK SELAMA 3 HARI!!!,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-selama-3-hari-45/,"TOLONG PAKET RESI 11LP1708938996406 AN. SAGIR ALVA, TUJUAN DEPOK SEGERA DI UPDATE DAN DI ANTAR. PAKET TIDAK ADA KABAR SUDAH 3 HARI",Lion Parcel,RESI 11LP1708938996406
mengapa paket ku tidak bergerak?,https://tanyapaket.cekresi.com/question/mengapa-paket-ku-tidak-bergerak/,SPXID045623120612,Shopee Express,
tanya paket,https://tanyapaket.cekresi.com/question/tanya-paket-2689/,ini paket tertahan. bagaimana ya nomor resi JP0141586611,JNT Express,nomor resi JP0141586611
Tanya paket JNE,https://tanyapaket.cekresi.com/question/tanya-paket-jne-39/,paket saya Resi JNEB-1011203904 kok ga bergerak dari tanggal 26,JNE Express,Resi JNEB
"paket on proses tapi tidak bergerak ,sudah 3hari!!!!",https://tanyapaket.cekresi.com/question/paket-on-proses-tapi-tidak-bergerak-sudah-3hari/,"paket on proses tapi tidak bergerak ,sudah 3hari!!!!",JNE Express,
PAKET TIDAK BERGERAK DARI TGL 17 FEBRUARI 2024,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-dari-tgl-17-februari-2024/,"Hallo Paket saya No. Resi JD0370662285 kenapa belum sampai? Padahah toko / kantor tujuan penerima paket selalu buka, dan kenapa status on proses sejak tgl 17 februari? mohon dibantu, karena itu dokumen penting. Terima kasih",JNT Express,No. Resi JD0370662285
paket belum diterima sampai melewati tgl estimasi penerimaan,https://tanyapaket.cekresi.com/question/paket-belum-diterima-sampai-melewati-tgl-estimasi-penerimaan/,paket dari bintang jaya toys,JNT Cargo,
JD0374370086,https://tanyapaket.cekresi.com/question/jd0374370086/,Paket berupa medali dan hadiah dari OS smartt,JNT Express,
paket tertahan di sortir jakarta timur,https://tanyapaket.cekresi.com/question/paket-tertahan-di-sortir-jakarta-timur/,status paket hanya tertulis telah sampai di sortir tanpa adanya informasi tambahan alias belum diproses selama lebih dari satu hari,Anteraja,
Gateway megahub tdk bergerak no resi 010580026837724 l,https://tanyapaket.cekresi.com/question/gateway-megahub-tdk-bergerak-no-resi-010580026837724-l/,Dr megahub gateway ke sby lama sekali 28 feb – 1 maret blm ada kabar,JNE Express,
Paket saya tidak bergerak sudah 3 hari 10008422051965,https://tanyapaket.cekresi.com/question/paket-saya-tidak-bergerak-sudah-3-hari-10008422051965/,https://shopee.co.id/user/purchase/order/162139450263550?type=6,Anteraja,162139450263550
Paket saya tidak bergerak di sortir bandung sudah 3 hari,https://tanyapaket.cekresi.com/question/paket-saya-tidak-bergerak-di-sortir-bandung-sudah-3-hari/,paket saya tidak bergerak sudah 3 hari di sortir bandung,JNT Express,
Status paket masih on proses,https://tanyapaket.cekresi.com/question/status-paket-masih-on-proses-2/,"No resi JX0159976730 Paket saya masih on proses,harusnya sejak tanggal 27 sudah di antarkan,kenapa status sampe sekarang masih on proses,padahal si situ saya kasih alamat lengkap dan no wa pengirim,kenapa kurir tidak menghubungi.tolong tunjukan di mana paketnya saat ini,agar penerima bisa jemput sendiri paketnya.padahal saat ini paket sudah ada di sintang.tolong kerjasamanya",JNT Express,No resi JX0159976730
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7856/,"Paket tidak bergerak dari tanggal 27 Februari sampai 29 Februari, saya kirim dari tanggal 23 Februari. Jarak pengiriman masih lingkup satu kota dan termasuk dekat. No Resi JD0373031759",JNT Express,No Resi JD0373031759
sudah 2 hari kurir JNE REGULER blm mengambil (pick up) barang dari tempat penjual. CM71294265478,https://tanyapaket.cekresi.com/question/sudah-2-hari-kurir-jne-reguler-blm-mengambil-pick-up-barang-dari-tempat-penjual-cm71294265478/,sdh 2 hari JNE REGULER blm pick up barang ke tempat saya penjual. resi CM71294265478,JNE Express,resi CM71294265478
Pengiriman,https://tanyapaket.cekresi.com/question/pengiriman-159/,JNEB-1011274382,JNT Cargo,
Kurir tidak menghubungi nomor kontak,https://tanyapaket.cekresi.com/question/kurir-tidak-menghubungi-nomor-kontak/,Alamat pengantaran saya dirumah nenek saya dan tidak ada yg menerima paket tersebut akan tetapi kurir tidak ada menghubungi saya mengenai alamat rumah saya. Bagaimana saya bisa mengetahui nomor kontaknya?,SAP Express,
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7855/,Paket tidak bergerak dari kemarin….,ID Express,
paket sudah dikirim 2 hari tapi paket gak update di lacak resi tidak ditemukan,https://tanyapaket.cekresi.com/question/paket-sudah-dikirim-2-hari-tapi-paket-gak-update-di-lacak-resi-tidak-ditemukan/,TKSC-000005JT2PR no resi,SICEPAT,
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7854/,"Kenapa paket saya tidak bergerak, dan statusnya masih on Proses padahal sudah 3 hari dari order, dan ditanya ke admin toko di info barang itu sudah di kurir",Shopee Express,
paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7853/,"paket saya tidak bergerak di penyortiran depok dengan no resi 020890005920324 , JNE trucking",JNE Express,no resi 020890005920324
Pesanan sedang tertahan sementara,https://tanyapaket.cekresi.com/question/pesanan-sedang-tertahan-sementara/,Pesanan saya no.resi JP1665336001 ekspedisi J&T Express sedang tertahan sementara karena kemasan dalam paket tidak sesuai prosedur. Jadi bagaimana kelanjutan paket saya? Kapan akan dikirimkan lagi? Terima kasih.,JNT Express,no.resi JP1665336001
Paket tidak bisa dilacak,https://tanyapaket.cekresi.com/question/paket-tidak-bisa-dilacak-164/,No Resi : 030580004435724 JNE Express tidak dapat dilacak,JNE Express,No Resi : 030580004435724
Pengiriman dalam masalah,https://tanyapaket.cekresi.com/question/pengiriman-dalam-masalah/,No resi IDD902509594012 statusnya terjadi masalah dalam pengiriman. mohon informasinya untuk info lebih lanjut masalahnya terkendala dimana??,ID Express,No resi IDD902509594012
Paket saya dari tgl.24 Januari tdk bergerak,https://tanyapaket.cekresi.com/question/paket-saya-dari-tgl-24-januari-tdk-bergerak/,"Paket saya dari tgl.24 Januari smp skrng tgl.28 Februari, tujuan Jakarta ke Depok tidak bergerak, udah 2x komplain cuma dirusuh tunggu. Udah 1bulan lebih masih suruh tunggu apa harus tunggu sampai mati?? J&T yg dulu sy banggakan & sy andalkan skrng JD Kecewa sama J&T, mendingan pakai jasa kirim yg lemot tp tanggung jawab, tdk macam J&T yg ga jelas.",JNT Express,
Paket saya tidak bergerak di penyortiran Depok,https://tanyapaket.cekresi.com/question/paket-saya-tidak-bergerak-di-penyortiran-depok/,Paket saya berhenti lama di penyortiran Depok,JNT Cargo,
Paket tidak bergerak,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-7852/,Paket saya tidak bergerak dari tanggal 27 februari 2024 No resi SPXID044504109592,Shopee Express,No resi SPXID044504109592
Status paket masih on proses,https://tanyapaket.cekresi.com/question/status-paket-masih-on-proses/,"No resi P2402240137011 Paket saya masih on proses,harusnya sejak tanggal 26 sudah di antarkan,kenapa status sampe sekarang masih on proses,padahal si situ saya kasih alamat lengkap dan no wa pengirim,kenapa kurir tidak menghubungi.tolong tunjukan di mana paketnya saat ini,agar penerima bisa jemput sendiri paketnya.padahal saat ini paket sudah ada bekasi.tolong kerjasamanya",Pos Indonesia,No resi P2402240137011
JNE TRACKING lo,https://tanyapaket.cekresi.com/question/jne-tracking-lo/,Sudah 2 hari pengiriman gagal besok di kirim ulang terus,Ekspedisi Lainnya,
257360002643523,https://tanyapaket.cekresi.com/question/257360002643523/,Paket dengan no resi 257360002643523 dari tanggal 25 tidak bergerak,JNE Express,no resi 257360002643523
Paket belum sampai,https://tanyapaket.cekresi.com/question/paket-belum-sampai-2448/,"TKP01-8HTJX9EU Sudah 12 jam lebih paket saya dibawa kurir dan belum sampai juga malam ini, padahal pesanan dari jakarta pusat ke jakarta timur, masih satu kota tapi pergerakannya sangat lama",SAP Express,
TLJC35DC5LY02NT9 paket tidak bergerak dari tgl. 24,https://tanyapaket.cekresi.com/question/tljc35dc5ly02nt9-paket-tidak-bergerak-dari-tgl-24/,TLJC35DC5LY02NT9 paket tdk bergerak,JNE Express,
Paket belum sampai padahal sudah melewati batas waktu,https://tanyapaket.cekresi.com/question/paket-belum-sampai-padahal-sudah-melewati-batas-waktu/,Paket belum sampai padahal sudah melewati batas waktu,JNE Express,
Pakat belum tiba no Resi : TKP01-Q6CWMMMD,https://tanyapaket.cekresi.com/question/pakat-belum-tiba-no-resi-tkp01-q6cwmmmd/,"Saya beli barang di tokopedia, tiba di batam sorting center tanggal 24 Feb 2024 namun sampai sekarang belum dikirim ke rumah. No Resi: TKP01-Q6CWMMMD",SAP Express,No Resi: TKP01
Paket belum di terima,https://tanyapaket.cekresi.com/question/paket-belum-di-terima-103/,"Paket belum di terima,padahal sudah berada di drof point muara dua dari tanggal 24 februari 2024 no resi JD0372709346,nomer penjual dan kurir tidak bisa di hubungi",JNT Express,no resi JD0372709346
Paket belum diterima,https://tanyapaket.cekresi.com/question/paket-belum-diterima-384/,"Keterangan paket sudah diterima, tetapi saya belum menerima paket tersebut nomer resinya 10008440341530",Anteraja,resinya
Paket bilak balik aja,https://tanyapaket.cekresi.com/question/paket-bilak-balik-aja/,"Paket tidak sampai,tapi status bulak balik dari cikampek ke karawang balik lagi ke cikampek balik lagi ke karawang gitu aja terus",Ninja Xpress,
Paket tidak bergerak dari Belimbing muara enim,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-dari-belimbing-muara-enim/,"JNE yg terhormat, mohon bantuannya paket saya kirim dari batu Malang tgl 23/2/2024 s/d tgl 28/2/2024 belum sampai, sedangkan petugas bilang pengiriman reguler 4 hari, mohon bantuannya no resi 410320002844624",JNE Express,no resi 410320002844624
"Rex, Resi mandek",https://tanyapaket.cekresi.com/question/rex-resi-mandek/,"Rex Indonesia, Resi  22201115770315, mandek alias berhenti di Cirebon, udah tiga hari, tidak dikirim2",Ekspedisi Lainnya,Resi  22201115770315
"paket saya tidak di kirim kirim sudah 5 hari, masih stuck selalu di soreang",https://tanyapaket.cekresi.com/question/paket-saya-tidak-di-kirim-kirim-sudah-5-hari-masih-stuck-selalu-di-soreang/,"saya menyuruh seseorang untuk memgirim paket, dan sudah di serahkan ke kantor jnt nya langsung. Saya sudah cek selama 5 hari berturut turut, tetapi posisi paket tetap di soreang, saya sangat kecewa karena di dalamnya adalah makanan, takut basi",JNT Express,
paket tidak bergerak di Sub Purwokerto,https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-di-sub-purwokerto/,paket dengan no resi 371470001015324 tdk bergerak dari tgl 26 feb 2024 di sub agen purwokerto.mohon penjelasanga,JNE Express,no resi 371470001015324
"JX0153339173 , JNT Express Minta dikirim ulang ke alamat penerima",https://tanyapaket.cekresi.com/question/jx0153339173-jnt-express-minta-dikirim-ulang-ke-alamat-penerima/,Mohon untuk kirim ulang ke alamat penerima resi JX0153339173,JNE Express,resi JX0153339173
Paket belum diantar2 pdhl sdh sampai di kantor cabang Palembang 2 hari yg lalu.,https://tanyapaket.cekresi.com/question/paket-belum-diantar2-pdhl-sdh-sampai-di-kantor-cabang-palembang-2-hari-yg-lalu/,MGT00153569283,SAP Express,
barang gagal dikirim,https://tanyapaket.cekresi.com/question/barang-gagal-dikirim-2/,"barang sudah 2 hari sampai di TIKI Bondowoso, barang tidak bergerak dengan keteran gagal alamat tidak ditemukan.",TIKI,
Kurir tidak menghubungi dan Paket tidak diantarkan,https://tanyapaket.cekresi.com/question/kurir-tidak-menghubungi-dan-paket-tidak-diantarkan/,"Saya pesan paket dari tanggal 19 februari 2024 dengan nomor resi SPAT-1000145895, namun sampai sekarang paket tidak juga diantarkan… Saya coba cek nomor resi, di situ ditulis paket anda gagal diantarkan karena tidak ada respon… Padahal dari pihak SAP Expres tidak ada yang menghubungi saya baik via WA, telepon ataupun SMS… Tolong kepada Pihak SAP Expres perhatikan karyawannya agar kerja dengan baik dan jangan menyusahkan orang lain…Terimakasih",SAP Express,nomor resi SPAT
Paket Tidak Bergerak di Lokasi Sortir Palangkaraya No. Resi JT44590304823 (JNE Cargo),https://tanyapaket.cekresi.com/question/paket-tidak-bergerak-di-lokasi-sortir-palangkaraya-no-resi-jt44590304823-jne-cargo/,JT44590304823 (JNE),Ekspedisi Lainnya,
Tanya Paket sudah 2 hari tidak ada pergerakan,https://tanyapaket.cekresi.com/question/tanya-paket-sudah-2-hari-tidak-ada-pergerakan/,Paket saya tidak ada proses sudah 2 hari sampai provinsi masa 2 hari tidak sampai,JNE Express,
paket tdk bergerak,https://tanyapaket.cekresi.com/question/paket-tdk-bergerak-198/,paket atas resi JX2231483524 tdk bergerk dr tgl 22/02 . mohon penjelasannya,JNT Express,resi JX2231483524
Status Paket tidak berubah,https://tanyapaket.cekresi.com/question/status-paket-tidak-berubah-153/,"RESI : TKP01-MGR74GGE, tolong sudah 2 hari sudah sampai di Gerai JNE Semaranf, tapi sampai saat ini masih belum ada pengiriman/status tidak berubah, tolong kerja samanya ya JNE saya butuh paket itu untuk interview kerja. Isinya Sepatu Hitam.",JNE Express,RESI : TKP01
paketan belum di antar,https://tanyapaket.cekresi.com/question/paketan-belum-di-antar/,paketan belum diantar kelokasi padahal sudah 2 minggu menunggu tolong dipercepat no resi: JP0538477019,JNT Express,no resi: JP0538477019
Paket belum sampai,https://tanyapaket.cekresi.com/question/paket-belum-sampai-2447/,Paket saya sdh dari tanggal 23 sampai sekarang. Kemarin Status sdh sampai welahan sekarang malah balik ke jepara lagi,JNE Express,
